Account Name,Website,Country/Region,City,LinkedIn URL,Lead Source,Lead Rating,Status,Topic,Description,Industry,Segment,Owner,Next Step,Notes
RECAS,,Suède,Trollhättan,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Redler Technologies,http://www.redlertechnologies.com/,Israël,KFAR SABA,https://www.linkedin.com/company/redler-technologies/,Eurosatory 2026 Catalog,A,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Redler Technologies delivers mission-critical power and motion solutions engineered for the most demanding defense environments. From advanced power distribu...,Naval defense,C4ISR; UAV / drones,,Contact sales team and qualify need,
"REDO, S.R.O",http://www.redo.cz/,République tchèque,PROSTEJOV,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
REDWIRE,https://rdw.com/about/,États-Unis,BEND,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Redwire Defense Tech,https://rdw.com/,Lettonie,RIGA,,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",DEFENSE TECH Creating new integrated capabilities for U.S. and allied warfighters that leverage connectivity across space and airborne operations. LEARN MORE Multi-Domain Capabilities We deploy combat-proven multi-mission solutions in conte…,Intelligence / ISR,Land defense; Naval defense,,Contact sales team and qualify need,
REFLEX CES,https://www.reflexces.com/,France,EVRY CEDEX,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
REGION CENTRE-VAL DE LOIRE,http://www.devup-centrevaldeloire.fr/,France,ORLEANS,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Région Île-de-France,http://www.iledefrance.fr/,France,SAINT-OUEN,https://www.linkedin.com/company/region-ile-de-france/posts/?feedView=all,Eurosatory 2026 Catalog,C,New,Activité à qualifier — discovery call avant pitch précis.,"Paris Region is the first defense region in France. OEM, SMEs, start-ups, research institutes, command centers: the entire ecosystem is there, on the same te...",Other,,,Keep in watchlist,
REGION NOUVELLE-AQUITAINE,https://nouvelle-aquitaine.fr/,France,BORDEAUX,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
REICH GmbH - REICH MIM GmbH,http://www.reich-gmbh.com/en/products/defence,Allemagne,MELLRICHSTADT,https://www.linkedin.com/company/reich-gmbh-mellrichstadt/?viewAsMember=true,Eurosatory 2026 Catalog,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",REICH GmbH and REICH MIM GmbH are experienced partners for high-precision components and bearing solutions in the defence sector. With decades of manufacturi...,Radar / sensors,Weapons; Ammunition,,Review website and validate opportunity,
REINFORCE Covers,https://www.reinforce-covers.com/,Allemagne,ÜBERLINGEN,,Eurosatory 2026 Catalog,B,New,"Vend des sous-systèmes / composants à un OEM construisant Radars, Logistics equipment.",Mehr erfahren Kontakt REINFORCE Covers UG (haftungsbeschränkt) Adresse: Rengoldshauser Straße 59 88662 Überlingen Germany Kontakt: +49 7551 937 88 88 info@reinforcecovers.com Startseite Produkte & Lösungen Über uns Kontakt © 2025 Reinforce …,Radar / sensors,Naval defense,,Review website and validate opportunity,
"RELLI TECHNOLOGY, INC.",http://www.relli.com/,États-Unis,BOCA RATON,,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Relli Technology, Inc. is an American company and a major international stock distributor of military/defense and aerospace parts, components, equipment and ...",Intelligence / ISR,Land defense; Naval defense,,Contact sales team and qualify need,
RELLUMIX,http://www.rellumix.com/,France,CERGY,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
REM RESSORTS,https://www.rem-ressorts.com/,France,ANGERS CEDEX 02,https://www.linkedin.com/company/rem-ressorts-angers/?viewAsMember=true,Eurosatory 2026 Catalog,D,New,Activité à qualifier — discovery call avant pitch précis.,"Jusqu’au suivi de livraison, REM Ressorts est votre partenaire. Une réalisation exigeante REM Ressorts maîtrise toutes les contraintes relatives à la production et mise sur une réalisation exigeante avec la recherche de l’excellence en perm…",Other,,,No immediate action,
REMBE Safety+Control,https://www.rembe.de/en,Allemagne,BRILON,https://www.linkedin.com/company/rembe-gmbh-safety-control,Eurosatory 2026 Catalog,A,New,"Composants, sous-systèmes, software, services pour primes C4ISR.","Get in touch with us, we will find the optimal solution for you in terms of pressure relief and explosion protection. food silo brewery Battery Energy Storage Systems (BESS) REMBE ® 's most famous Security requires reliability, the highest …",C4ISR,Naval defense; Armored vehicles,,Contact sales team and qualify need,
REMORQUES LOUAULT,http://www.remorques-louault.fr/,France,SAINT FARGEAU,https://www.linkedin.com/company/remorques-louault/?viewAsMember=true,Eurosatory 2026 Catalog,D,New,Vend des sous-systèmes / composants à un OEM construisant Vehicles.,"French manufacturer of trailers and semi-trailers, our company specializes in the design and production of custom-built, purpose-specific vehicles. We devel...",Other,,,No immediate action,
RENAULT TRUCKS Emergency & Defense,https://www.renault-trucks.com/fr,France,SAINT PRIEST,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Renishaw UK Sales Ltd,,Royaume-Uni,Gloucestershire,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RENK Group,http://www.renk.com/,Allemagne,AUGSBURG,https://de.linkedin.com/company/renkgroup,Eurosatory 2026 Catalog,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.","RENK – Trusted Partner The RENK Group is a global technology leader focusing on the development and manufacture of complex drive and transmission systems, hy...",Naval defense,Radar / sensors; Logistics / MRO,,Review website and validate opportunity,
REPKONMachine and Tool Industry and Trade Inc.,http://www.repkon.com.tr/,Turquie,ISTANBUL,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
REPUBLIKORP,https://www.republikorp.com/,Indonésie,"JAKARTA SELATAN,",,Eurosatory 2026 Catalog,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Learn More Contact Us ABOUT US REPUBLIKORP Established in 2013, REPUBLIKORP has taken a leading role in Indonesia’s defense industry ecosystem through a network of highly specialized subsidiaries. REPUBLIKORP is Indonesia’s foremost defence…",Intelligence / ISR,Air defense; Naval defense,,Review website and validate opportunity,
RESA,https://www.resa-electronique.com/,France,VILLEBON SUR YVETTE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RESCUE TRAILER s.r.o.,,République tchèque,ZLATA OLESNICE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Research Electronics International,http://www.reiusa.net/,États-Unis,Cookeville,https://www.linkedin.com/company/research-electronics-international,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"Research Electronics International (REI), located in Cookeville, Tennessee, specializes in the design and manufacture of TSCM equipment for more than 40 year...",Other,,,No immediate action,
Research Triangle Regional Partnership,https://www.researchtriangle.org/,États-Unis,Raleigh,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Resource Industries,https://www.bing.com/ck/a?!&&p=6f4cf5460f23e9b715761cf5e8fbd33df2470f54ec6f8b04ae97dba5d6032c93JmltdHM9MTc3MzAxNDQwMA&ptn=3&ver=2&hsh=4&fclid=31375213-06bf-683e-320d-469c07ed6952&psq=resource+industries+location&u=a1aHR0cHM6Ly9yZXNvdXJjZS1pbmR1c3RyaWVzLmN,Émirats arabes unis,Abu Dhabi,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RESSORTS MASSELIN,http://www.masselin.com/,France,LE PETIT QUEVILLY CEDEX,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RETIA,http://www.retia.cz/,République tchèque,PARDUBICE,https://www.linkedin.com/company/retia/,Eurosatory 2026 Catalog,B,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, UAV / drones.","RETIA is a Czech company based in Pardubice, founded in 1993. It is part of the industrial and technology group CSG. RETIA develops, manufactures, and modern...",Intelligence / ISR,Air defense; C4ISR,,Review website and validate opportunity,
Reveal Technology,https://www.revealtech.ai/,États-Unis,Bozeman,,Eurosatory 2026 Catalog,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.","READ MORE REVEAL TECHNOLOGY LAUNCHES DEFENSE TECH TESTING SERIES ""BattleLab"" ON VET Tv December 2025 ""The pace of technological change on the battlefield has never been faster, but the procurement process and the way units experiment with n…",C4ISR,Land defense; Naval defense,,Review website and validate opportunity,
REVISION MILITARY LTD,http://revisionmilitary.com/,États-Unis,ESSEX JUNCTION,https://www.revisionmilitary.com,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,Revision develops and delivers purpose-built eye protection for military and tactical use worldwide. Revision specializes in integration for the optimum and ...,Other,,,No immediate action,
RF COM SISTEMAS,https://www.rf.com.br/,Brésil,SÃO JOSÉ DOS CAMPOS,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RFPM,https://www.rfpm.fr/,France,VILLERS-SUR-PORT,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RHD The Right Spring,http://www.rhd.fr/,France,CONFLANS SAINTE HONORINE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Rheinmetall AG,http://www.rheinmetall.com/,Allemagne,DUESSELDORF,https://de.linkedin.com/company/rheinmetall,Eurosatory 2026 Catalog,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","As an integrated technology group, the listed company Rheinmetall AG, headquartered in Duesseldorf, Germany, stands for a company that is as strong in substa...",Electronic warfare,Air defense; Naval defense,,Contact sales team and qualify need,
RICHARD PONTVERT SA,http://paraboot-pro.com/,France,SAINT JEAN DE MOIRANS,https://linkedin.com/company/paraboot-pro,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RIGANTI S.p.A.,http://www.riganti.com/,Italie,SOLBIATE ARNO,https://www.linkedin.com/company/riganti-s.p.a./,Eurosatory 2026 Catalog,A,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","Riganti is an Italian manufacturing company specialized in hammer hot drop forging. All items can be supplied forged, heat treated, pre- or fully machined, ...",Armored vehicles,Simulation / training; Dual-use technology,,Contact sales team and qualify need,
RINGFEDER,http://www.ringfeder-rf.com/,Allemagne,KREFELD,,Eurosatory 2026 Catalog,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",RINGFEDER supplies reliable connecting devices for towing and recovering special vehicles and for connecting trucks and trailers as well as superior coupling...,Radar / sensors,Optics / optronics; Logistics / MRO,,Contact sales team and qualify need,
Rivolier Sécurité Défense,https://www.rivolier-sd.com/,France,ST JUST ST RAMBERT CEDEX,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RIZ PE d.o.o.,https://www.riz-pe.hr/,Croatie,Zagreb,,Eurosatory 2026 Catalog,C,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Tactical radios.","SDR omogućuje radiju veću fleksibilnost i prilagodljivost, budući da se softver može lako modificirati da podržava različite protokole i standarde.",C4ISR,Communications,,Keep in watchlist,
"RIZHAO FZH INTERNATIONAL TRADE CO., LTD.",http://www.lomah-target.com/,Chine,RIZHAO,,Eurosatory 2026 Catalog,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","RIZHAO FZH INTERNATIONAL TRADE CO., LTD.is a comprehensive manufacturer and exporter specializing in shooting training products and shooting range equipment....",Radar / sensors,Homeland security; Ammunition,,Review website and validate opportunity,
RMA SPECIAL VEHICLES,http://rmaspecialvehicles.com/,Thaïlande,CHONBURI,https://www.linkedin.com/company/rma-special-vehicles/?viewAsMember=true,Eurosatory 2026 Catalog,A,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.",RMA Special Vehicles are expertly engineered from the ground up to meet the most demanding global standards. Produced at our strategically located centers of...,Armored vehicles,Homeland security; Logistics / MRO,,Contact sales team and qualify need,
R-MECA RECTIFICATION,https://groupe-rmeca.fr/,France,JOUET SUR L'AUBOIS,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RMG INDUSTRIE,http://www.rmg-industrie.com/,France,MARNAZ,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Robin Radar Systems,http://www.robinradar.com/,Pays-Bas,THE HAGUE,https://www.linkedin.com/company/robin-radar-systems-b-v-/posts/?feedView=all,Eurosatory 2026 Catalog,A,New,"Radars, sonars, comms, armement, sustainment pour primes navals.","Our drone detection radars tackle elusive threats in an unpredictable world. With powerful classification and tracking technologies, they're made to provide ...",Naval defense,Air defense; Homeland security,,Contact sales team and qualify need,
Rochling Industrial,https://www.roechling.com/fr/industrial,France,MAXEVILLE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Rocket Chat,https://www.rocket.chat/,États-Unis,Wilmington,,Eurosatory 2026 Catalog,A,New,"Vend des sous-systèmes / composants à un OEM construisant Engines / propulsion, Communications networks.","Explore the platform Deploy anywhere Supports high-security environments with on-prem, air-gapped, and secure cloud deployments. Zero-trust security model Used in highly classified networks such as NIPRNet, SIPRNet, and JWICS, with DoD ATO …",C4ISR,Homeland security; Cybersecurity,,Contact sales team and qualify need,
