Name,Website,BillingCountry,BillingCity,LinkedIn__c,Industry,Type,Lead_Score__c,Lead_Rating__c,Status,Description,Next_Step__c,Buying_Need_Main__c,Lead_Source__c
ROHDE & SCHWARZ,http://www.rohde-schwarz.com/,Allemagne,MUNICH,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
ROKETSAN,http://www.roketsan.com.tr/,Turquie,ANKARA,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
ROLLON BY TIMKEN,http://www.rollon.com/fra/fr/,France,LIMONEST,https://www.linkedin.com/company/rollonspa/posts/,Logistics / MRO,OEM,69.2,B,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
Rolls-Royce,http://www.mtu-solutions.com/,Allemagne,FRIEDRICHSHAFEN,https://www.linkedin.com/company/mtusolutions/,Naval defense,OEM,79.0,A,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
Rommel GmbH,http://www.r-bss.de/,Allemagne,Düsseldorf,,Ammunition,OEM,60.5,B,New,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Vehicles.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
Ronika UAB,http://www.ronika.lt/,Lituanie,KAUNAS,,UAV / drones,OEM,61.0,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
ROSHEL DEFENCE SOLUTIONS,http://roshel.ca/,Canada,BRAMPTON,https://ca.linkedin.com/company/roshel,Armored vehicles,OEM,59.0,C,New,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Ballistic protection.",Keep in watchlist,Engines / propulsion,Eurosatory 2026 Catalog
RÖSLER FRANCE,http://www.rosler.com/,France,Sens Cedex,https://www.linkedin.com/company/rosler-france/,Space / satellite,OEM,79.5,A,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Contact sales team and qualify need,Sensors,Eurosatory 2026 Catalog
"ROTAC CO., LTD.",http://slipring.uk/?redirect=no,Corée du Sud,Busan,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
ROTARY CONNECTORS PRIVATE LIMITED,http://www.rotaryconnectors.com/,Inde,BENGALURU,https://www.linkedin.com/company/rotary-connectors-p-ltd/,Radar / sensors,OEM,76.0,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Contact sales team and qualify need,Electronic components,Eurosatory 2026 Catalog
ROXEL,http://www.roxelgroup.com/,France,LE PLESSIS ROBINSON CEDEX,https://fr.linkedin.com/company/roxelfrance,UAV / drones,Distributeur,77.5,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
Roxtec,https://www.roxtec.com/fr/,France,PARIS,https://www.linkedin.com/company/roxtec-france-sas/,Soldier systems,Distributeur,76.4,A,New,"Textiles, composites, optronique, énergie pour kits soldat.",Contact sales team and qualify need,Cloud / data services,Eurosatory 2026 Catalog
RP OPTICAL LAB,http://www.rp-optical-lab.com/,Israël,PETACH-TIKVA,https://www.linkedin.com/company/rp-optical-lab,UAV / drones,OEM,70.5,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
RSI Europe,http://rsieu.com/,Lituanie,Vilnius,,Intelligence / ISR,OEM,76.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
RTsys Monitoring Solutions,http://rtsys.com/ms,France,LANESTER,https://www.linkedin.com/company/rtsys,Naval defense,OEM,69.5,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
RTX,http://www.rtx.com/,États-Unis,ARLINGTON,,Intelligence / ISR,OEM,80.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
RUAG AG,https://www.ruag.ch/,Suisse,EMMEN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RUBBER PROCESS,https://www.rubberprocess.com/,France,BRETEUIL SUR ITON,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RUBENA,https://www.rubena.eu/,République tchèque,NACHOD,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RUBIS PRECIS,http://www.rubis-precis.com/,France,CHARQUEMONT,https://www.rubis-precis.com,Radar / sensors,OEM,69.0,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,RF / microwave components,Eurosatory 2026 Catalog
RUBTEC A/S,https://www.rubtec.dk/,Danemark,HORSENS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RUD,http://www.rud.com/,Allemagne,AALEN,,Radar / sensors,OEM,62.5,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
RunFlat International,http://www.runflatinternational.com/,Royaume-Uni,BIRMINGHAM,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RVactuators,http://www.rvactuators.com/,République tchèque,DOLNI BREZANY,https://www.linkedin.com/company/rvactuators/,Intelligence / ISR,OEM,77.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Electronic components,Eurosatory 2026 Catalog
"RVmagnetics, a.s.",,Slovaquie,Kosice,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RWS,http://rws-ammunition.com/,Allemagne,FÜRTH,,Ammunition,OEM,65.9,B,New,"Vend des sous-systèmes / composants à un OEM construisant Ammunition, Logistics equipment.",Review website and validate opportunity,Energetic materials,Eurosatory 2026 Catalog
RXR PROTECT,https://rxrprotect.com/militaire/,France,CAEN,https://www.linkedin.com/company/6866966/admin/feed/posts/,Ballistic protection,OEM,70.0,B,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Logistics equipment.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
"S.M.S., SPOL. S R. O.",http://www.smsdefence.sk/,Slovaquie,DUBNICA NAD VAHOM,,Other,OEM,41.4,C,New,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Keep in watchlist,Mechanical parts,Eurosatory 2026 Catalog
S.T.I.D,https://stid-security.com/fr,France,GRÉASQUE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
S2M EQUIPMENT,https://www.s2m-equipment.fr/,France,MONTLOUIS-SUR-LOIRE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
S2P - SMART PLASTIC PRODUCTS,http://www.s-2p.com/,France,BELLIGNAT,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAAB,https://www.saab.com/,Suède,LINKÖPING,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAAB BOFORS TEST CENTER AB,http://www.testcenter.se/,Suède,KARLSKOGA,https://www.linkedin.com/company/boforstestcenter,Air defense,OEM,66.0,B,New,"Radars, missiles, comms, électroniques pour systèmes anti-aériens.",Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
SAATI,http://www.saati.com/,Italie,APPIANO GENTILE (CO),,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SABENA TECHNICS,https://www.sabenatechnics.com/,France,ORLY,,C4ISR,OEM,79.0,A,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Contact sales team and qualify need,Mechanical parts,Eurosatory 2026 Catalog
SADEV Industries,http://www.sadev-industries.com/,France,SAINT-PROUANT,https://www.linkedin.com/company/sadev-industries/posts/?feedView=all,Space / satellite,Distributeur,69.0,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Software,Eurosatory 2026 Catalog
Safe-Tec A/S,https://safe-tec.dk/,Danemark,Rønnede,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAFRAN,https://www.safran-electronics-defense.com/,France,PARIS CEDEX 15,https://www.linkedin.com/showcase/safran---defense,Other,À vérifier,15.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
SAFRAN ELECTRONICS & DEFENSE,https://www.safran-electronics-defense.com/,France,PARIS CEDEX 15,https://www.linkedin.com/showcase/safran---defense,Other,À vérifier,15.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
SAFRAN SA,https://www.safran-group.com/,France,MALAKOFF CEDEX,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAFT SAS,http://www.saft.com/,France,LEVALLOIS-PERRET,https://www.linkedin.com/company/saft/about/,Other,À vérifier,18.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
SAG New Technologies GmbH,,Autriche,Lend,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAGAERT,https://www.sagaertplastique.com/,France,MONTREUIL-SOUS-BOIS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAGLAMTEK AVIATION AND DEFENCE CO,https://www.saglamtek.com/,Turquie,ANKARA,https://www.linkedin.com/company/77083579,UAV / drones,OEM,68.5,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
SAHAR,http://sahar.fr/,France,PARIS,https://fr.linkedin.com/company/sahar-data,Cybersecurity,OEM,70.6,B,New,"Threat intel, hardware appliances, cloud souverain, audits.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
SAIB CONNECTIQUE,http://www.saib.fr/,France,LA TALAUDIERE,https://fr.linkedin.com/company/saib-connectique,Space / satellite,OEM,65.5,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
"SailRay Optical Technology Co., Ltd",https://irmonster.com/,Chine,CHENGDU,,Radar / sensors,OEM,67.0,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
SAINT GOBAIN CERAMICS,https://www.hexoloy.com/,États-Unis,"NIAGARA FALLS, NEW YORK",,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAINT-GOBAIN SULLY,http://www.saint-gobain-sully.com/,France,SULLY SUR LOIRE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAKO,http://www.sako.global/defence-and-law-enforcement,Finlande,RIIHIMAKI,,Optics / optronics,OEM,77.0,A,New,"Verre spécial, détecteurs, mécanique de précision pour optronique.",Contact sales team and qualify need,Electronic components,Eurosatory 2026 Catalog
SALTECH AG,http://www.saltech.ch/,Suisse,DULLIKEN,,Weapons,OEM,67.9,B,New,"Vend des sous-systèmes / composants à un OEM construisant Ammunition, Logistics equipment.",Review website and validate opportunity,Energetic materials,Eurosatory 2026 Catalog
Salzgitter AG Defence,http://defence.salzgitter-ag.com/de/,Allemagne,ILSENBURG,,Other,À vérifier,16.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
SAMEL- 90,http://www.samel90.com/,Bulgarie,SAMOKOV,,Electronic warfare,OEM,67.5,B,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
SAMETO,https://www.sameto.com/,France,DINAN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAMHYUN,,Corée du Sud,"Changwon-si, Gyeongsangnam-do",,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
"Samyang Chemical Co., Ltd.",http://samyangchem.com/en/,Corée du Sud,Seoul,,Other,À vérifier,16.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
SANDEEP METALCRAFT PVT. LTD.,https://www.sandeepmetalcraft.com/,Inde,NAGPUR,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SANITEC INDUSTRIE,http://www.sanitec.fr/,France,TOURS,,Engineering services,Bureau d'ingénierie,35.1,D,New,"Outils CAD, simulation, certification pour bureau d'études.",No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
"Sanlayan Group (Sanlayan Tech, Versabyte, Dexcel)",https://www.sanlayan.com/,Inde,BENGALURU,https://www.linkedin.com/company/sanlayan/,Electronic warfare,Distributeur,76.0,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Contact sales team and qualify need,Electronic components,Eurosatory 2026 Catalog
Sanok Rubber Company S.A.,https://sanokrubber.com/,Pologne,Sanok,,Space / satellite,Distributeur,66.1,B,New,Canal de distribution / représentation pour notre portefeuille.,Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
SANS Institute,http://www.sans.org/,Royaume-Uni,SWANSEA,https://www.linkedin.com/company/sans-institute,Cybersecurity,Distributeur,80.0,A,New,"Threat intel, hardware appliances, cloud souverain, audits.",Contact sales team and qualify need,Cloud / data services,Eurosatory 2026 Catalog
SAPA,https://www.sapa.es/home,Espagne,ANDOAIN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAPIEN X,http://sapienxai.com/,Maroc,CASABLANCA,,UAV / drones,Distributeur,60.0,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
SARCO OY,,Finlande,HELSINKI,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAS,http://www.abeillon.com/,France,MONTREUIL,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAS AIR MS,,France,VAUHALLAN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAS LT LOGTRANS,,France,PORT-SAINT-LOUIS-DU-RHONE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Saskatchewan Ministry of Trade and Export Development,https://investsk.ca/,Canada,Regina,,UAV / drones,OEM,75.0,A,New,Sub-system / payload pour OEM drones tactiques.,Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
SATURNE TECHNOLOGY,http://www.saturne-technology.com/,Luxembourg,CONTERN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Satways LTD,https://www.satways.net/,Grèce,Irakleio Attica,,Intelligence / ISR,OEM,69.5,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
Saudi Chemical Company Limited,http://www.saudichemical.com/,Arabie saoudite,Riyadh,,Dual-use technology,À vérifier,30.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
SAVO DEFENCE NETWORK,https://www.savodefence.com/,Finlande,MIKKELI,,UAV / drones,Distributeur,75.0,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Contact sales team and qualify need,RF / microwave components,Eurosatory 2026 Catalog
SAVOX COMMUNICATIONS LTD.,https://savox.com/,Finlande,ESPOO,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
SAVOY TECHNOLOGY,,France,QUINCY VOISINS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
