Company name,Website URL,Country,City,LinkedIn,Industry,Type,Lead score,Lead rating,Lifecycle stage,Buying need,Notes,Pitch,Next step,Owner
TB OUTDOOR,http://tb-outdoor.com/,France,LA MONNERIE LE MONTEL,https://fr.linkedin.com/company/tarrerias-bonjean,Engineering services,OEM,65.5,B,New,Mechanical parts,"Outils CAD, simulation, certification pour bureau d'études.","Hi — I noticed TB OUTDOOR builds Logistics equipment, Robotics / UGV (+1) for Engineering services.",Review website and validate opportunity,
TBO LOGISTICS S.L.,https://www.tbologistics.com/,Espagne,Zaragoza,,Other,À vérifier,16.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed TBO LOGISTICS S.L.,No immediate action,
TBT Tiefbohrtechnik,http://www.tbt.de/,Allemagne,DETTINGEN ERMS,https://www.linkedin.com/company/tbt-tiefbohrtechnik/posts/?feedView=all,Logistics / MRO,OEM,54.5,C,New,Mechanical parts,"Pièces de rechange, calibration, certification pour acteurs MRO.","Hi — I noticed TBT Tiefbohrtechnik builds Logistics equipment, Mechanical parts for Logistics / MRO.",Keep in watchlist,
TDM SAS,https://www.tdm-ing.com/,France,MERIGNAC,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TDW GmbH,http://www.tdw-warhead-systems.com/,Allemagne,SCHROBENHAUSEN,https://www.linkedin.com/company/tdw-gmbh/?viewAsMember=true,Ammunition,OEM,65.9,B,New,Energetic materials,"Vend des sous-systèmes / composants à un OEM construisant Ammunition, Logistics equipment.","Hi — TDW GmbH ships Ammunition, Logistics equipment (+1) to Defense ministries.",Review website and validate opportunity,
TE Connectivity,http://www.te.com/defense,France,PONTOISE,https://www.linkedin.com/company/te-connectivity,Intelligence / ISR,OEM,80.0,A,New,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed TE Connectivity builds Vehicles, UAV / drones (+10) for Intelligence / ISR.",Contact sales team and qualify need,
TEAL DRONES,,États-Unis,SOUTH SALT LAKE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TEAM 31,https://www.team31-agon.com/,France,Toulouse,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Team Group Inc.,http://industrial.teamgroupinc.com/en/,Taïwan,New Taipei City,https://www.linkedin.com/showcase/teamgroup-industrial/,Radar / sensors,OEM,65.0,B,New,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Hi — I noticed Team Group Inc.,Review website and validate opportunity,
TEAM WENDY,https://www.teamwendy.com/,États-Unis,"CLEVELAND, OHIO",,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TECHCI RHÔNE-ALPES,http://www.techci.fr/,France,SAINT GENIX SUR GUIERS,https://www.linkedin.com/company/techci-rh%C3%B4ne-alpes/,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TECHMETA WELDING,https://techmeta-engineering.com/,France,Epagny Metz-Tessy,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TECHNAMM,http://www.technamm.fr/,France,LAMBESC,https://www.linkedin.com/company/technamm/?viewAsMember=true,Intelligence / ISR,OEM,69.6,B,New,Electronic components,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed TECHNAMM builds Radars, Logistics equipment (+1) for Intelligence / ISR.",Review website and validate opportunity,
TECHNIC EXPORT,http://www.technicexport.com/,France,PARIS,https://www.linkedin.com/company/technic-export75009/posts/?feedView=all&viewAsMember=true,Logistics / MRO,À vérifier,48.6,C,New,Industrial subcontracting / machining,"Pièces de rechange, calibration, certification pour acteurs MRO.",Hi — I noticed TECHNIC EXPORT builds — for Logistics / MRO.,Keep in watchlist,
TECHTERA,https://www.techtera.org/,France,ECULLY,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TECHWAY,https://www.techway.com/,France,VILLEBON-SUR-YVETTE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TECNOBIT - GRUPO OESÍA,http://www.tecnobit.es/,Espagne,RIVAS VACIAMADRID,,Other,À vérifier,16.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed TECNOBIT - GRUPO OESÍA at Eurosatory.,No immediate action,
TECSUP,http://www.tecsup.fr/,France,ALLONZIER-LA-CAILLE,,UAV / drones,OEM,56.1,C,New,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed TECSUP builds UAV / drones, Sensors (+2) for UAV / drones.",Keep in watchlist,
Tectonic-3d,http://www.tectonic-3d.com/,Pays-Bas,EINDHOVEN,,Land defense,OEM,70.5,B,New,Engines / propulsion,"Sous-systèmes, composites, certification pour primes terrestres.","Hi — I noticed Tectonic-3d builds Vehicles, UAV / drones (+5) for Land defense.",Review website and validate opportunity,
TEDAE,http://www.tedae.org/,Espagne,MADRID,https://www.linkedin.com/company/tedae/,UAV / drones,Distributeur,69.5,B,New,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed TEDAE builds UAV / drones, Logistics equipment (+6) for UAV / drones.",Review website and validate opportunity,
TEGMA,https://www.tegma.fr/,France,LIMOGES,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TEHNICKI REMONT BRATUNAC,https://www.trb.ba/,Bosnia and Herzegovina,BRATUNAC,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Teijin Aramid,http://www.teijinaramid.com/,Allemagne,WUPPERTAL,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TEK CAN,https://www.aksarunflat.com.tr/,Turquie,ANKARA,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TEK MILITARY SEATING LTD,,Royaume-Uni,KENT,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TEKEVER,https://www.tekever.com/,France,TOULOUSE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Teknologisk Institut,,Danemark,Taastrup,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TELEDYNE E2V SEMICONDUCTORS,https://semiconductors.teledyne-e2v.com/,France,SAINTE EGREVE,https://www.linkedin.com/company/e2vteledyne,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Teledyne FLIR Defense,http://defense.flir.com/,États-Unis,"WILSONVILLE, OR",https://www.linkedin.com/company/teledyne-flir,Radar / sensors,OEM,44.4,C,New,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Hi — I noticed Teledyne FLIR Defense builds Sensors for Radar / sensors.,Keep in watchlist,
TELEDYNE FLIR OEM,http://www.oem.flir.com/,États-Unis,Goleta,,Other,OEM,21.6,D,New,Industrial subcontracting / machining,Vend des sous-systèmes / composants à un OEM construisant leur build line.,Hi — TELEDYNE FLIR OEM ships — to defense customers.,No immediate action,
Teledyne Qioptiq,http://www.teledyne-ade.com/companies/qioptiq,Royaume-Uni,St. Asaph,https://www.linkedin.com/company/qioptiq_3/,Electronic warfare,OEM,68.0,B,New,Electronic components,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","Hi — I noticed Teledyne Qioptiq builds Optronics / Optics, Software / Platforms (+7) for Electronic warfare.",Review website and validate opportunity,
Telegrafia a.s.,,Slovaquie,Kosice,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Teleplan Globe,https://www.teleplanglobe.no/,Norvège,LYSAKER,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TELESPAZIO FRANCE,https://www.telespazio.fr/fr/home,France,TOULOUSE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TELTRONIC,http://www.teltronic.es/,Espagne,ZARAGOZA,https://www.linkedin.com/company/teltronic/?originalSubdomain=es,Other,À vérifier,17.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed TELTRONIC at Eurosatory.,No immediate action,
TEPAS AS,http://www.tepas.com/,Turquie,IZMIR,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Terra Drone Corporation,http://terra-drone.net/global/,Japon,TOKYO,,UAV / drones,Distributeur,78.0,A,New,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed Terra Drone Corporation builds UAV / drones, Logistics equipment (+3) for UAV / drones.",Contact sales team and qualify need,
TETHYS,http://www.tethys-sas.fr/,France,SIGNES,https://www.linkedin.com/company/tethys-sas/about/,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TETMET,https://www.tetmet.net/,France,PUTEAUX,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TEXELIS DEFENSE,http://www.texelis.com/,France,LIMOGES CEDEX 1,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TEXINOV,https://www.texinov.com/,France,Saint-Didier-De-La-Tour,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TEXPART TECHNOLOGIES,http://www.texpart-technologies.com/,France,LISSES,https://www.linkedin.com/company/texpart-technologies/,Other,OEM,39.2,D,New,Electronic components,Activité à qualifier — discovery call avant pitch précis.,"Hi — I noticed TEXPART TECHNOLOGIES builds Robotics / UGV, Mechanical parts for Other.",No immediate action,
TEXTRON SYSTEMS,https://www.textronsystems.com/,États-Unis,Hunt Valley,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
THALES,http://www.thalesgroup.com/,France,VÉLIZY-VILLACOUBLAY,,Other,À vérifier,14.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed THALES at Eurosatory.,No immediate action,
THALES BELGIUM,http://www.thalesgroup.com/,Belgique,TUBIZE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
THALES NORWAY AS,http://thalesgroup.com/,Norvège,OSLO,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Thales SIX GTS France,https://www.thalesgroup.com/,France,Vélizy-Villacoublay,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
"The Kinetic Group, Inc.",http://www.thekineticgroup.com/,États-Unis,Anoka,,Weapons,OEM,70.9,B,New,Energetic materials,"Vend des sous-systèmes / composants à un OEM construisant Ammunition, Logistics equipment.","Hi — The Kinetic Group, Inc.",Review website and validate opportunity,
THE PLACE BY CCI 18,https://www.linkedin.com/company/the-place-by-cci-18/,France,BOURGES,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
THE ROTATION LINK,https://www.everaxis.com/,France,LE PLESSIS ROBINSON,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
THEON SENSORS S.A.,http://www.theon.com/,Grèce,"KOROPI, ATHENS",https://gr.linkedin.com/company/theon-international,Land defense,OEM,80.0,A,New,Engines / propulsion,"Sous-systèmes, composites, certification pour primes terrestres.",Hi — I noticed THEON SENSORS S.A.,Contact sales team and qualify need,
Thermobile Industries,http://www.thermobile.com/,Pays-Bas,BREDA,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
THERMOTEKNIX,http://www.thermoteknix.com/,Royaume-Uni,CAMBRIDGE,https://www.linkedin.com/company/thermoteknix-systems-ltd,Soldier systems,OEM,77.0,A,New,Electronic components,"Textiles, composites, optronique, énergie pour kits soldat.","Hi — I noticed THERMOTEKNIX builds Optronics / Optics, Soldier equipment (+5) for Soldier systems.",Contact sales team and qualify need,
THREOD SYSTEMS,http://www.threod.com/,Estonie,VIIMSI,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
thyssenkrupp Supply Chain Solutions,http://www.thyssenkrupp-supply-chain-solutions.com/en/home,France,MAUREPAS CEDEX,https://www.linkedin.com/company/thyssenkrupp-aerospace,Logistics / MRO,OEM,64.1,B,New,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Communications networks.","Hi — thyssenkrupp Supply Chain Solutions ships Vehicles, Communications networks to Aerospace primes.",Review website and validate opportunity,
TI.SYSTEMS,http://www.ti.systems/,Allemagne,NEUSS,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TIAG Industries,http://www.tiag-containers.com/,France,VERSAILLES,https://www.linkedin.com/company/tiag-industries/,Land defense,OEM,63.0,B,New,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Weapons.","Hi — TIAG Industries ships Vehicles, Weapons (+3) to Land forces.",Review website and validate opportunity,
Tiami Networks,https://www.tiaminetworks.com/,États-Unis,SACRAMENTO,https://www.linkedin.com/company/tiami-networks/,Intelligence / ISR,OEM,72.5,B,New,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed Tiami Networks builds UAV / drones, Counter-UAV systems (+10) for Intelligence / ISR.",Review website and validate opportunity,
Tibidabo Defence & Security,http://www.tibidaboscientific.com/,Royaume-Uni,MADISON,https://www.linkedin.com/company/tibidabo-scientific-industries/?viewAsMember=true,Intelligence / ISR,OEM,78.5,A,New,Mechanical parts,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed Tibidabo Defence & Security builds Logistics equipment, Vehicles (+7) for Intelligence / ISR.",Contact sales team and qualify need,
TICRA FOND,,Danemark,København K,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TIMONEY,http://www.timoneygroup.com/,Irlande,NAVAN,,Simulation / training,OEM,66.5,B,New,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Logistics equipment.","Hi — TIMONEY ships Vehicles, Logistics equipment (+2) to defense customers.",Review website and validate opportunity,
TITAN DEFENSE,http://www.titan-defense.com/,France,ARNAS,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TITAN DEFENSE,,France,,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Titomic,https://www.titomic.com/,Pays-Bas,HEERENVEEN,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TIVOLY,http://tivoly.com/,France,BOURGES,https://www.linkedin.com/company/tivolygroup/,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TK Engineering Oy,https://tke.fi/,Finlande,Vaasa,,Cybersecurity,Sous-traitant industriel,62.0,B,New,Engines / propulsion,"Threat intel, hardware appliances, cloud souverain, audits.","Hi — I noticed TK Engineering Oy builds Vehicles, Sensors (+6) for Cybersecurity.",Review website and validate opportunity,
"TNO DEFENCE, SAFETY & SECURITY",http://www.tno.nl/en/safe/,Pays-Bas,DEN HAAG,,Electronic warfare,Sous-traitant industriel,69.5,B,New,Engines / propulsion,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","Hi — I noticed TNO DEFENCE, SAFETY & SECURITY builds Vehicles, Sensors (+14) for Electronic warfare.",Review website and validate opportunity,
