exhibitor_id,company_name,country,website,pavilion,activity_1liner,supply_chain_tier,products,products_categories,services,services_categories,target_buyers,technologies,technologies_categories,why_target,completeness_score,data_source_strength
1956,"SOCAH HYDRAULIQUE, EDH, IDSYSTEM, LUCE HYDRO",France,https://www.socah-hydraulique.fr/,,Fournit des prestations de formation et ingénierie / conseil pour le secteur défense / sécurité.,Tier 3,,Hydraulique & motion control,formation · ingénierie / conseil,Formation & entraînement · Ingénierie & conseil,,,,Prestataire potentiel de formation pour des programmes défense/sécurité — à qualifier en discovery call.,50,low
1957,SOC-E,Spain,http://www.soc-e.com/,,"Spécialisée dans advanced networking solutions, delivering cutting-edge products and services for criti…",Tier 1,,Réseaux militaires (5G/P-LTE/MANET),distribution / représentation,Distribution & représentation,"Primes défense, Sécurité civile",cybersécurité · simulation,Cybersécurité · Navigation inertielle · Simulation & VR/AR,Prestataire potentiel de distribution / représentation pour primes défense — partenaire pour les marchés publics et industriels associés.,80,high
1958,SOCIETA' CONSORTILE A R.L.,Italy,http://www.iveco-otomelara.com/,,"Conçoit et fabrique des véhicules militaires, systèmes optroniques, armes pour armées et forces de sécurité.",OEM,véhicules militaires · systèmes optroniques · armes · équipement logistique · batteries / sources d'énergie,Véhicules tactiques (non blindés) · Optronique & viseurs (EO/IR) · Armes légères & accessoires · Logistique militaire & transport · Batteries & packs énergétiques,intégration de systèmes,Intégration de systèmes,"MoD / Armées, Sécurité civile, Primes défense",Lidar / Laser · imagerie thermique · matériaux composites · GNSS / GPS,Lidar / Laser · Imagerie infrarouge · Matériaux composites · GNSS / navigation satellite,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,high
1959,SOCIÉTÉ D'ETUDES ET DE RÉALISATIONS THERMIQUES,France,http://www.sert.fr/,,"Conçoit et fabrique des réseaux de communication militaires, infrastructure RF durcie, stations de commandement pour forces de sécurité.",Tier 1,réseaux de communication militaires · infrastructure RF durcie · stations de commandement · réseaux de communication,Antennes & infrastructures RF · Systèmes C2 & C4ISR · Réseaux militaires (5G/P-LTE/MANET),formation,Formation & entraînement,"Sécurité civile, Export / international",RF / micro-ondes · 5G / sans-fil,Communications RF / micro-ondes · 5G / réseaux radio mobiles,Compétiteur sur réseaux de communication militaires — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,100,medium
1960,Société Générale,France,https://particuliers.sg.fr/,,"Fournit des services bancaires de financement export, garanties et capital-investissement pour la défense française.",Tier 3,,Pièces mécaniques & usinage,financement export défense · garanties bancaires · lettres de crédit · capital-investissement,Certification & tests · Financement export & banque défense,"Industriels défense, Export / international",,,Banque française Tier-1 export défense — partenaire pour structurer les contrats export et les risques pays.,65,manual
1961,SOCITEC,France,https://www.socitec.com/,,"Conçoit et fabrique des réseaux de communication, véhicules militaires, systèmes optroniques pour primes et armées.",OEM,réseaux de communication · véhicules militaires · systèmes optroniques · drones aériens · capteurs embarqués,Réseaux militaires (5G/P-LTE/MANET) · Véhicules tactiques (non blindés) · Optronique & viseurs (EO/IR) · Drones aériens (UAV) · Capteurs embarqués (généraux),ingénierie / conseil · intégration de systèmes,Ingénierie & conseil · Intégration de systèmes,"MoD / Armées, Primes défense, Export / international",simulation,Navigation inertielle · Simulation & VR/AR,"Acheteur potentiel de RF / micro-ondes, embarqué, cyber pour ses lignes communications — également compétiteur sur le segment communications.",100,high
1962,SOFEMA,France,http://www.sofema-international.com/,,"SOFEMA fournit un soutien qui repose sur son expertise technique des aéronefs en service, tels que le Mirage F1 et l’Alphajet.",OEM,véhicules militaires · véhicules tactiques · ensembles spéciaux pour véhicules militaires,Véhicules tactiques (non blindés) · Véhicules blindés,,,MoD / Armées,véhicules tout-terrain,Autre — à qualifier,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,low
1963,SOFF Service AB,Sweden,http://www.soff.se/,,"Conçoit et fabrique des équipement logistique, capteurs embarqués, munitions pour primes défense.",OEM,équipement logistique · capteurs embarqués · munitions · simulateurs d'entraînement · équipement NRBC,"Logistique militaire & transport · Capteurs embarqués (généraux) · Munitions petit/moyen calibre · Simulateurs d'entraînement & VR/AR · NRBC (masques, tenues, détecteurs)",ingénierie / conseil,Ingénierie & conseil,Primes défense,GNSS / GPS · big data / analyse,GNSS / navigation satellite · Big data & analytics,Compétiteur sur équipement logistique — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,100,medium
1964,SOFFICO GMBH,Germany,http://www.soffico.de/,,"Édite Orchestra, plateforme low-code d'intégration et convergence sécurisée de données IT/OT pour la défense et l'industrie.",Tier 1,plateforme d'intégration Orchestra · adaptateurs IT/OT prêts à l'emploi · modules de migration de données legacy · workflows low-code & mappings IA · middleware Manufacturing Service Bus,Logiciels métier défense (autres) · Plateformes IA / vision défense · Cybersécurité (logiciels & appliances),Solution Design & implémentation · Application Management Services · formations Academy · conseil en architecture de données,Intégration de systèmes · Ingénierie & conseil · Formation & entraînement,"MoD / Armées, Industriels défense, Primes défense",interopérabilité IT/OT · low-code / DataOps · intégration LLM via MCP · jumeau numérique · edge / on-prem / cloud hybride,IA / machine learning · Cybersécurité OT / ICS · Cloud & cloud souverain,Éditeur allemand COTS de middleware souveraine pour SI défense — partenaire d'intégration pour interopérabilité IT/OT et connexion d'agents IA aux systèmes legacy.,100,manual
1965,SOFRAME,France,http://www.soframe.com/,,"Conçoit et fabrique des véhicules logistiques militaires (camions, ambulances, transports de troupes) pour les armées françaises.",OEM,camion logistique militaire · véhicules ambulance Soframe · transports de troupes blindés,Camions militaires & logistique · Ambulances & véhicules sanitaires,MCO véhicules · modernisation,MCO / MRO,"MoD / Armées, Sécurité civile, Export / international",véhicules tactiques,Autre — à qualifier,Fournisseur français de véhicules logistiques militaires — partenaire pour les armées françaises et exports africains.,85,manual
1966,SOFTCRYPTUM,France,http://softcryptum.com/,,"Created in 2016, SoftCryptum is a specialised supplier of cyber tactical intelligence (EW) and counterintelligence solutions for the bene…",Tier 1,,Cybersécurité (logiciels & appliances) · Plateformes IA / vision défense,,,Sécurité civile,IA / vision · big data / analyse · cryptographie,IA / machine learning · Big data & analytics · Cryptographie,Cible commerciale sur le segment sécurité civile — à qualifier sur portefeuille produit / services.,80,medium
1967,SOGECLAIR,France,http://sogeclair.com/,,Conçoit high value-added industrial solutions.,Tier 1,,Logiciels de simulation & cyber range · Pièces mécaniques & usinage,support opérationnel · certification / tests · ingénierie / conseil · formation · intégration de systèmes,Support opérationnel & OPEX · Certification & tests · Ingénierie & conseil · Formation & entraînement · Intégration de systèmes,"Primes défense, Export / international",IA / vision · matériaux composites · fabrication additive · simulation · robotique / autonomie,IA / machine learning · Matériaux composites · Fabrication additive · Navigation inertielle · Simulation & VR/AR · Robotique & autonomie,Prestataire potentiel de support opérationnel pour primes défense — partenaire pour les marchés publics et industriels associés.,80,medium
1968,SOGITEC,France,https://www.sogitec.com/,,"Conçoit et fabrique des simulateurs de vol, formation et systèmes d'apprentissage pour l'aéronautique militaire (filiale Dassault Aviation).",OEM,"simulateurs Rafale · simulateurs Mirage 2000 · simulateurs hélico (NH90, Caracal) · outils de formation immersive",Avions & hélicoptères militaires · Avionique & instruments embarqués · Logiciels de simulation & cyber range,formation pilotes · intégration centre simulation,Formation & entraînement · Intégration de systèmes,"MoD / Armées, Primes défense, Export / international",simulation · réalité virtuelle,Navigation inertielle · Simulation & VR/AR,"Filiale Dassault Aviation simulation — concurrent sur simulateurs de vol militaires (vs CAE, L3Harris) et fournisseur captif Rafale.",100,manual
1969,Solarcore,USA,https://solarcore.tech/,,"Conçoit et fabrique des chaussures techniques (combat, sécurité) pour militaires et police.",Tier 1,,"Optronique & viseurs (EO/IR) · Sièges & ergonomie cabine · Conteneurs, malles, shelters",,,Primes défense,,,Cible commerciale sur le segment primes défense — à qualifier sur portefeuille produit / services.,65,medium
1970,SOLARMTEX,France,http://www.solarmtex.com/,,"Conçoit et fabrique des textiles techniques (camouflage, balistique, ignifugés) pour militaires.",Tier 2,tissus camouflage IR · tissus ignifugés · textiles balistiques,Textiles techniques tactiques · Connectique & câblage durcis,,,"MoD / Armées, Sécurité civile, Primes défense, Export / international",textiles techniques tactiques,Autre — à qualifier,"Sous-traitant textiles techniques — fournisseur potentiel pour habilleurs fantassins (Paul Boyé, Marom Dolphin, Sioen).",100,medium
1971,SOLCERA,France,http://www.solcera.com/,,"As a strategic partner of the DITB (Defense Industrial and Technological Base), Solcera designs advanced ceramics and ceramic-to-metal as…",Tier 1,plateforme cybersécurité OT · outils d'audit ICS / SCADA,Cybersécurité (logiciels & appliances),certification / tests,Certification & tests,"Sécurité civile, MoD / Armées, Industriels défense, Primes défense",cybersécurité OT / ICS,Cybersécurité OT / ICS,Niche cybersécurité industrielle — partenaire pour la protection d'infrastructures critiques et bases militaires.,80,high
