account_name,country,priority_level,lead_score,target_type,buying_need_main,ideal_seller_profile,recommended_sales_angle,short_pitch,website_url,linkedin_company_url,lead_status,next_best_action,notes
SKB Cases,États-Unis,A,77.0,Acheteur potentiel,Engines / propulsion,"Radars, sonars, comms, armement, sustainment pour primes navals.","Naval primes buy radars, sonars, comms, weapons and sustainment in long cycles.","Hi — I noticed SKB Cases builds Vehicles, UAV / drones (+7) for Naval defense.",https://www.skbcases.com/,,New,Contact sales team and qualify need,
SKELETON TECHNOLOGIES,Estonie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.skeletontech.com/,,New,No immediate action,
SKYCOPE C-UAS TECHNOLOGIES INC.,Canada,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
SKYDIO,États-Unis,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.skydio.com/,,New,No immediate action,
SKYETON,Ukraine,B,68.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map SKYETON's integration partners.","Hi — I noticed SKYETON builds UAV / drones, Logistics equipment (+5) for Intelligence / ISR.",https://skyeton.com/,https://www.linkedin.com/company/skyeton/,New,Review website and validate opportunity,
SkyFall,Ukraine,D,4.0,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed SkyFall at Eurosatory.,https://www.skyfall.ua/,,New,No immediate action,
Skyld,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://skyld.io/,,New,No immediate action,
SkyRadar,Luxembourg,B,69.0,Acheteur potentiel,Electronic components,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed SkyRadar builds Radars, Optronics / Optics (+8) for Electronic warfare.",http://www.skyradar.com/,https://www.linkedin.com/company/skyradar,New,Review website and validate opportunity,
SKY-WATCH,Danemark,A,81.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map SKY-WATCH's integration partners.","Hi — I noticed SKY-WATCH builds UAV / drones, Sensors (+4) for Intelligence / ISR.",http://sky-watch.com/,https://www.linkedin.com/company/sky-watch/,New,Contact sales team and qualify need,
Sky-Watch,Danemark,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
SLM SOLUTIONS (FRANCE),France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.nikon-slm-solutions.com/,,New,No immediate action,
SMAG Mobile Antenna Masts GmbH,Allemagne,A,81.0,Acheteur potentiel,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map SMAG Mobile Antenna Masts GmbH's integration partners.","Hi — I noticed SMAG Mobile Antenna Masts GmbH builds Vehicles, UAV / drones (+6) for Intelligence / ISR.",http://www.smag.de/,https://linkedin.com/company/smagmasts,New,Contact sales team and qualify need,
SMARTSHOOTER,Israël,A,82.0,Acheteur potentiel,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map SMARTSHOOTER's integration partners.","Hi — I noticed SMARTSHOOTER builds Vehicles, UAV / drones (+11) for Intelligence / ISR.",http://www.smart-shooter.com/,https://www.linkedin.com/company/smart-shooter/?viewAsMember=true,New,Contact sales team and qualify need,
SMPP LIMITED,Inde,B,73.5,Acheteur potentiel,Engines / propulsion,"Sous-systèmes, composites, certification pour primes terrestres.",Land defense primes integrate huge supply chains. Procurement is the buyer.,"Hi — I noticed SMPP LIMITED builds Vehicles, UAV / drones (+4) for Land defense.",http://www.smgroupindia.com/,https://www.linkedin.com/company/smppdefense/,New,Review website and validate opportunity,
SMS group,Allemagne,B,68.6,Fournisseur potentiel,Cloud / data services,"Pièces de rechange, calibration, certification pour acteurs MRO.","MRO providers source spare parts, calibration tools and certification services. Procurement is the buyer.","Hi — I noticed SMS group builds Software / Platforms, Energy / batteries (+3) for Logistics / MRO.",https://www.sms-group.com/,https://www.linkedin.com/company/sms_group/posts/?feedView=all,New,Review website and validate opportunity,
Smytec,Royaume-Uni,B,74.0,Acheteur potentiel,Mechanical parts,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map Smytec's integration partners.","Hi — I noticed Smytec builds Logistics equipment, Software / Platforms (+5) for Intelligence / ISR.",https://www.smytec-ltd.com/,www.linkedin.com/company/smytec-ltd,New,Review website and validate opportunity,
SNDMECA INDUSTRIE,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://sndmeca.fr/,,New,No immediate action,
SNECI,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.sneci.com/,,New,No immediate action,
Snigel,Suède,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
SNOWPACK,France,A,77.5,Fournisseur potentiel,Cloud / data services,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed SNOWPACK builds Cybersecurity solutions, Logistics equipment (+8) for Electronic warfare.",https://snowpack.eu/fr/,https://www.linkedin.com/company/snowpack/,New,Contact sales team and qualify need,
SOAIRTECH,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.soairtech.fr/,,New,No immediate action,
Sobelcomp,Belgique,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.sobelcomp.be/,,New,No immediate action,
"SOCAH HYDRAULIQUE, EDH, IDSYSTEM, LUCE HYDRO",France,C,49.6,Acheteur potentiel,Industrial subcontracting / machining,"Pièces de rechange, calibration, certification pour acteurs MRO.","MRO providers source spare parts, calibration tools and certification services. Procurement is the buyer.","Hi — I noticed SOCAH HYDRAULIQUE, EDH, IDSYSTEM, LUCE HYDRO builds — for Logistics / MRO.",https://www.socah-hydraulique.fr/,https://www.linkedin.com/company/groupe-socah-hydraulique/,New,Keep in watchlist,
SOC-E,Espagne,B,71.0,Acheteur potentiel,Electronic components,"Threat intel, hardware appliances, cloud souverain, audits.","Cyber-defense vendors source threat intel feeds, hardware appliances, cloud and certification services. Procurement / CISO are entry points.","Hi — I noticed SOC-E builds Sensors, Electronic components (+4) for Cybersecurity.",http://www.soc-e.com/,https://www.linkedin.com/company/soc-e,New,Review website and validate opportunity,
SOCIETA' CONSORTILE A R.L.,Italie,B,74.0,Acheteur potentiel,Engines / propulsion,"Composants, sous-systèmes, software, services pour primes C4ISR.",C4ISR primes integrate hundreds of components — the sourcing surface is huge. Procurement / supply chain is the entry point.,Hi — I noticed SOCIETA' CONSORTILE A R.L.,http://www.iveco-otomelara.com/,,New,Review website and validate opportunity,
SOCIÉTÉ D'ETUDES ET DE RÉALISATIONS THERMIQUES,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.sert.fr/,,New,No immediate action,
Société Générale,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://particuliers.sg.fr/,,New,No immediate action,
SOCITEC,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.socitec.com/,,New,No immediate action,
SOFEMA,France,B,60.8,Acheteur potentiel,Engines / propulsion,Vend des sous-systèmes / composants à un OEM construisant Vehicles.,SOFEMA performs MRO — they need parts and engineering support. Direct procurement angle.,Hi — SOFEMA ships Vehicles to defense customers.,http://www.sofema-international.com/,,New,Review website and validate opportunity,
SOFF Service AB,Suède,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.soff.se/,,New,No immediate action,
SOFFICO GMBH,Allemagne,B,73.6,Acheteur potentiel,Cloud / data services,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed SOFFICO GMBH builds Software / Platforms, Ammunition (+2) for Radar / sensors.",http://www.soffico.de/,,New,Review website and validate opportunity,
SOFRAME,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.soframe.com/,,New,No immediate action,
SOFTCRYPTUM,France,B,61.3,Acheteur potentiel,Electronic components,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed SOFTCRYPTUM builds Sensors, Software / Platforms (+1) for Electronic warfare.",http://softcryptum.com/,https://www.linkedin.com/company/26792271/,New,Review website and validate opportunity,
SOGECLAIR,France,A,77.5,Acheteur potentiel,Engines / propulsion,"Composites, capteurs, comms, lancement pour primes spatiaux.","Space primes source composites, sensors, comms and launch services.","Hi — I noticed SOGECLAIR builds Vehicles, Software / Platforms (+8) for Space / satellite.",http://sogeclair.com/,https://www.linkedin.com/company/groupesogeclair/?originalSubdomain=fr,New,Contact sales team and qualify need,
SOGITEC,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.sogitec.com/,,New,No immediate action,
Solarcore,États-Unis,C,56.8,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Soldier equipment.",Solarcore sells to forces — they need certified materials and ergonomic sub-systems.,"Hi — Solarcore ships Logistics equipment, Soldier equipment to Aerospace primes.",https://solarcore.tech/,,New,Keep in watchlist,
SOLARMTEX,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.solarmtex.com/,,New,No immediate action,
SOLCERA,France,B,69.5,Acheteur potentiel,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed SOLCERA builds Sensors, Mechanical parts (+3) for Radar / sensors.",http://www.solcera.com/,https://www.linkedin.com/company/solcera/,New,Review website and validate opportunity,
Solstice,États-Unis,D,16.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Solstice at Eurosatory.,https://www.solstice.com/us/en,https://www.linkedin.com/company/solstice-advanced-materials/posts/?feedView=all,New,No immediate action,
SOLUTECH INDUSTRIES,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.solutech-industries.fr/,,New,No immediate action,
SOMEPIC,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://somepic-technologie.com/,,New,No immediate action,
SOPEMEA,France,B,72.5,Acheteur potentiel,RF / microwave components,"Visuel, motion, haptique, IA pour fabricants de simulateurs.",Simulator builders source visual / motion / haptics hardware and AI components. Engineering is the buyer.,"Hi — I noticed SOPEMEA builds Communications networks, Simulators / Training (+2) for Simulation / training.",http://sopemea.apave.com/,https://www.linkedin.com/company/apave/,New,Review website and validate opportunity,
SOPRA STERIA,France,A,75.5,Acheteur potentiel,Cloud / data services,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed SOPRA STERIA builds Software / Platforms, Logistics equipment (+7) for Electronic warfare.",http://www.soprasteria.com/,https://www.linkedin.com/company/soprasteria/,New,Contact sales team and qualify need,
SOPRIMA INDUSTRIE,France,C,57.3,Acheteur potentiel,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed SOPRIMA INDUSTRIE builds Sensors, Logistics equipment (+1) for Radar / sensors.",http://www.soprima.com/,https://fr.linkedin.com/company/soprima-industrie,New,Keep in watchlist,
Sored S.A.,Suisse,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://sored-sa.com/,,New,No immediate action,
Sotrad Water,Belgique,D,32.4,Acheteur potentiel,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Qualify the activity before pitching.,Hi — Sotrad Water ships Logistics equipment to defense customers.,https://www.sotradwater.be/,,New,No immediate action,
SOUCY INTERNATIONAL INC. - DEFENSE DIVISION,Canada,A,75.0,Acheteur potentiel,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.",Hi — I noticed SOUCY INTERNATIONAL INC.,http://www.soucy-defense.com/,https://www.linkedin.com/company/soucy-defense,New,Contact sales team and qualify need,
